Time,Tag,Type,Message,
7.35627,Agent03,I,My message,
7.35627,Agent02,I,My message,
7.35627,Agent01,I,My message,
7.37282,Agent04,I,My message,
7.37282,Agent03,I,My message,
7.37282,Agent02,I,My message,
7.37282,Agent01,I,My message,
7.388609,Agent04,I,My message,
7.388609,Agent03,I,My message,
7.388609,Agent02,I,My message,
7.388609,Agent01,I,My message,
7.406161,Agent04,I,My message,
7.406161,Agent03,I,My message,
7.406161,Agent02,I,My message,
7.406161,Agent01,I,My message,
7.422099,Agent04,I,My message,
7.422099,Agent03,I,My message,
7.422099,Agent02,I,My message,
7.422099,Agent01,I,My message,
7.438319,Agent04,I,My message,
7.438319,Agent03,I,My message,
7.438319,Agent02,I,My message,
7.438319,Agent01,I,My message,
7.455423,Agent04,I,My message,
7.455423,Agent03,I,My message,
7.455423,Agent02,I,My message,
7.455423,Agent01,I,My message,
7.471484,Agent04,I,My message,
7.471484,Agent03,I,My message,
7.471484,Agent02,I,My message,
7.471484,Agent01,I,My message,
7.488199,Agent04,I,My message,
7.488199,Agent03,I,My message,
7.488199,Agent02,I,My message,
7.488199,Agent01,I,My message,
7.504685,Agent04,I,My message,
7.504685,Agent03,I,My message,
7.504685,Agent02,I,My message,
7.504685,Agent01,I,My message,
7.521371,Agent04,I,My message,
7.521371,Agent03,I,My message,
7.521371,Agent02,I,My message,
7.521371,Agent01,I,My message,
7.537979,Agent04,I,My message,
7.537979,Agent03,I,My message,
7.537979,Agent02,I,My message,
7.537979,Agent01,I,My message,
7.554317,Agent04,I,My message,
7.554317,Agent03,I,My message,
7.554317,Agent02,I,My message,
7.554317,Agent01,I,My message,
7.571819,Agent04,I,My message,
7.571819,Agent03,I,My message,
7.571819,Agent02,I,My message,
7.571819,Agent01,I,My message,
7.58788,Agent04,I,My message,
7.58788,Agent03,I,My message,
7.58788,Agent02,I,My message,
7.58788,Agent01,I,My message,
7.604827,Agent04,I,My message,
7.604827,Agent03,I,My message,
7.604827,Agent02,I,My message,
7.604827,Agent01,I,My message,
7.620743,Agent04,I,My message,
7.620743,Agent03,I,My message,
7.620743,Agent02,I,My message,
7.620743,Agent01,I,My message,
7.6379,Agent04,I,My message,
7.6379,Agent03,I,My message,
7.6379,Agent02,I,My message,
7.6379,Agent01,I,My message,
7.654253,Agent04,I,My message,
7.654253,Agent03,I,My message,
7.654253,Agent02,I,My message,
7.654253,Agent01,I,My message,
7.670916,Agent04,I,My message,
7.670916,Agent03,I,My message,
7.670916,Agent02,I,My message,
7.670916,Agent01,I,My message,
7.687524,Agent04,I,My message,
7.687524,Agent03,I,My message,
7.687524,Agent02,I,My message,
7.687524,Agent01,I,My message,
7.704223,Agent04,I,My message,
7.704223,Agent03,I,My message,
7.704223,Agent02,I,My message,
7.704223,Agent01,I,My message,
7.720847,Agent04,I,My message,
7.720847,Agent03,I,My message,
7.720847,Agent02,I,My message,
7.720847,Agent01,I,My message,
7.737284,Agent04,I,My message,
7.737284,Agent03,I,My message,
7.737284,Agent02,I,My message,
7.737284,Agent01,I,My message,
7.753295,Agent04,I,My message,
7.753295,Agent03,I,My message,
7.753295,Agent02,I,My message,
7.753295,Agent01,I,My message,
7.77057,Agent04,I,My message,
7.77057,Agent03,I,My message,
7.77057,Agent02,I,My message,
7.77057,Agent01,I,My message,
7.786619,Agent04,I,My message,
7.786619,Agent03,I,My message,
7.786619,Agent02,I,My message,
7.786619,Agent01,I,My message,
7.803141,Agent04,I,My message,
7.803141,Agent03,I,My message,
7.803141,Agent02,I,My message,
7.803141,Agent01,I,My message,
7.819336,Agent04,I,My message,
7.819336,Agent03,I,My message,
7.819336,Agent02,I,My message,
7.819336,Agent01,I,My message,
7.835844,Agent04,I,My message,
7.835844,Agent03,I,My message,
7.835844,Agent02,I,My message,
7.835844,Agent01,I,My message,
7.853123,Agent04,I,My message,
7.853123,Agent03,I,My message,
7.853123,Agent02,I,My message,
7.853123,Agent01,I,My message,
7.869989,Agent04,I,My message,
7.869989,Agent03,I,My message,
7.869989,Agent02,I,My message,
7.869989,Agent01,I,My message,
7.885939,Agent04,I,My message,
7.885939,Agent03,I,My message,
7.885939,Agent02,I,My message,
7.885939,Agent01,I,My message,
7.902378,Agent04,I,My message,
7.902378,Agent03,I,My message,
7.902378,Agent02,I,My message,
7.902378,Agent01,I,My message,
7.919227,Agent04,I,My message,
7.919227,Agent03,I,My message,
7.919227,Agent02,I,My message,
7.919227,Agent01,I,My message,
7.935909,Agent04,I,My message,
7.935909,Agent03,I,My message,
7.935909,Agent02,I,My message,
7.935909,Agent01,I,My message,
7.951962,Agent04,I,My message,
7.951962,Agent03,I,My message,
7.951962,Agent02,I,My message,
7.951962,Agent01,I,My message,
7.969395,Agent04,I,My message,
7.969395,Agent03,I,My message,
7.969395,Agent02,I,My message,
7.969395,Agent01,I,My message,
7.985539,Agent04,I,My message,
7.985539,Agent03,I,My message,
7.985539,Agent02,I,My message,
7.985539,Agent01,I,My message,
8.001746,Agent04,I,My message,
8.001746,Agent03,I,My message,
8.001746,Agent02,I,My message,
8.001746,Agent01,I,My message,
8.018777,Agent04,I,My message,
8.018777,Agent03,I,My message,
8.018777,Agent02,I,My message,
8.018777,Agent01,I,My message,
8.03541,Agent04,I,My message,
8.03541,Agent03,I,My message,
8.03541,Agent02,I,My message,
8.03541,Agent01,I,My message,
8.052122,Agent04,I,My message,
8.052122,Agent03,I,My message,
8.052122,Agent02,I,My message,
8.052122,Agent01,I,My message,
8.06874,Agent04,I,My message,
8.06874,Agent03,I,My message,
8.06874,Agent02,I,My message,
8.06874,Agent01,I,My message,
8.085316,Agent04,I,My message,
8.085316,Agent03,I,My message,
8.085316,Agent02,I,My message,
8.085316,Agent01,I,My message,
8.101377,Agent04,I,My message,
8.101377,Agent03,I,My message,
8.101377,Agent02,I,My message,
8.101377,Agent01,I,My message,
8.11802,Agent04,I,My message,
8.11802,Agent03,I,My message,
8.11802,Agent02,I,My message,
8.11802,Agent01,I,My message,
8.134122,Agent04,I,My message,
8.134122,Agent03,I,My message,
8.134122,Agent02,I,My message,
8.134122,Agent01,I,My message,
8.15135,Agent04,I,My message,
8.15135,Agent03,I,My message,
8.15135,Agent02,I,My message,
8.15135,Agent01,I,My message,
8.168018,Agent04,I,My message,
8.168018,Agent03,I,My message,
8.168018,Agent02,I,My message,
8.168018,Agent01,I,My message,
8.184701,Agent04,I,My message,
8.184701,Agent03,I,My message,
8.184701,Agent02,I,My message,
8.184701,Agent01,I,My message,
8.201316,Agent04,I,My message,
8.201316,Agent03,I,My message,
8.201316,Agent02,I,My message,
8.201316,Agent01,I,My message,
8.217455,Agent04,I,My message,
8.217455,Agent03,I,My message,
8.217455,Agent02,I,My message,
8.217455,Agent01,I,My message,
8.233505,Agent04,I,My message,
8.233505,Agent03,I,My message,
8.233505,Agent02,I,My message,
8.233505,Agent01,I,My message,
8.250652,Agent04,I,My message,
8.250652,Agent03,I,My message,
8.250652,Agent02,I,My message,
8.250652,Agent01,I,My message,
8.26687,Agent04,I,My message,
8.26687,Agent03,I,My message,
8.26687,Agent02,I,My message,
8.26687,Agent01,I,My message,
8.284052,Agent04,I,My message,
8.284052,Agent03,I,My message,
8.284052,Agent02,I,My message,
8.284052,Agent01,I,My message,
8.300194,Agent04,I,My message,
8.300194,Agent03,I,My message,
8.300194,Agent02,I,My message,
8.300194,Agent01,I,My message,
8.317282,Agent04,I,My message,
8.317282,Agent03,I,My message,
8.317282,Agent02,I,My message,
8.317282,Agent01,I,My message,
8.333942,Agent04,I,My message,
8.333942,Agent03,I,My message,
8.333942,Agent02,I,My message,
8.333942,Agent01,I,My message,
8.34999,Agent04,I,My message,
8.34999,Agent03,I,My message,
8.34999,Agent02,I,My message,
8.34999,Agent01,I,My message,
8.366642,Agent04,I,My message,
8.366642,Agent03,I,My message,
8.366642,Agent02,I,My message,
8.366642,Agent01,I,My message,
8.383238,Agent04,I,My message,
8.383238,Agent03,I,My message,
8.383238,Agent02,I,My message,
8.383238,Agent01,I,My message,
8.399975,Agent04,I,My message,
8.399975,Agent03,I,My message,
8.399975,Agent02,I,My message,
8.399975,Agent01,I,My message,
8.416062,Agent04,I,My message,
8.416062,Agent03,I,My message,
8.416062,Agent02,I,My message,
8.416062,Agent01,I,My message,
8.432461,Agent04,I,My message,
8.432461,Agent03,I,My message,
8.432461,Agent02,I,My message,
8.432461,Agent01,I,My message,
8.449427,Agent04,I,My message,
8.449427,Agent03,I,My message,
8.449427,Agent02,I,My message,
8.449427,Agent01,I,My message,
